PF04624.15	DEC1
PF09988.10	DUF2227
PF10228.10	DUF2228
PF09989.10	DUF2229
PF02721.15	DUF223
PF09990.10	DUF2231
PF09991.10	DUF2232
PF09994.10	DUF2235
PF09995.10	DUF2236
PF09996.10	DUF2237
PF09997.10	DUF2238
PF09998.10	DUF2239
PF09999.10	DUF2240
PF10001.10	DUF2242
PF10002.10	DUF2243
PF10003.10	DUF2244
PF10004.10	DUF2247
PF10006.10	DUF2249
PF10007.10	DUF2250
PF10008.10	DUF2251
PF10009.10	DUF2252
PF10011.10	DUF2254
PF10012.10	DUF2255
PF10013.10	DUF2256
PF10015.10	DUF2258
PF10016.10	DUF2259
PF02890.15	DUF226
PF10020.10	DUF2262
PF10021.10	DUF2263
PF10022.10	DUF2264
PF10025.10	DUF2267
PF10026.10	DUF2268
PF10027.10	DUF2269
PF10028.10	DUF2270
PF10029.10	DUF2271
PF10030.10	DUF2272
PF10031.10	DUF2273
PF10038.10	DUF2274
PF10039.10	DUF2275
PF10041.10	DUF2277
PF10042.10	DUF2278
PF10043.10	DUF2279
PF02989.15	DUF228
PF10045.10	DUF2280
PF10047.10	DUF2281
PF10048.10	DUF2282
PF10049.10	DUF2283
PF10050.10	DUF2284
PF10074.10	DUF2285
PF10051.10	DUF2286
PF10052.10	DUF2288
PF02995.18	DUF229
PF10053.10	DUF2290
PF10054.10	DUF2291
PF10055.10	DUF2292
PF10056.10	DUF2293
PF10057.10	DUF2294
PF10060.10	DUF2298
PF10061.10	DUF2299
PF10062.10	DUF2300
PF10063.10	DUF2301
PF10065.10	DUF2303
PF10066.10	DUF2304
PF10067.10	DUF2306
PF10070.10	DUF2309
PF10071.10	DUF2310
PF10073.10	DUF2312
PF10076.10	DUF2313
PF10077.10	DUF2314
PF10231.10	DUF2315
PF10078.10	DUF2316
PF10080.10	DUF2318
PF10083.10	DUF2321
PF10084.10	DUF2322
PF10087.10	DUF2325
PF10088.10	DUF2326
PF10092.10	DUF2330
PF10094.10	DUF2332
PF10095.10	DUF2333
PF10096.10	DUF2334
PF10097.10	DUF2335
PF10098.10	DUF2336
PF10101.10	DUF2339
PF03008.15	DUF234
PF10209.10	DUF2340
PF10102.10	DUF2341
PF10105.10	DUF2344
PF10106.10	DUF2345
PF09789.10	DUF2353
PF09823.10	DUF2357
PF10184.10	DUF2358
PF03057.15	DUF236
PF10154.10	DUF2362
PF10164.10	DUF2367
PF10166.10	DUF2368
PF10179.10	DUF2369
PF03072.15	DUF237
PF10176.10	DUF2370
PF10177.10	DUF2371
PF09574.11	DUF2374
PF09558.11	DUF2375
PF09536.11	DUF2378
PF09543.11	DUF2379
PF09533.11	DUF2380
PF09544.11	DUF2381
PF09557.11	DUF2382
PF09537.11	DUF2383
PF09722.11	DUF2384
PF09539.11	DUF2385
PF09526.11	DUF2387
PF09498.11	DUF2388
PF09493.11	DUF2389
PF09523.11	DUF2390
PF09622.11	DUF2391
PF09624.11	DUF2393
PF09654.11	DUF2396
PF09660.11	DUF2397
PF09661.11	DUF2398
PF09664.11	DUF2399
PF03086.15	DUF240
PF09674.11	DUF2400
PF10287.10	DUF2401
PF10290.10	DUF2403
PF10293.10	DUF2405
PF10295.10	DUF2406
PF10302.10	DUF2407
PF13373.7	DUF2407_C
PF10303.10	DUF2408
PF03087.15	DUF241
PF10313.10	DUF2415
PF10329.10	DUF2417
PF10332.10	DUF2418
PF10336.10	DUF2420
PF10338.10	DUF2423
PF10348.10	DUF2427
PF10350.10	DUF2428
PF03103.18	DUF243
PF10353.10	DUF2430
PF10354.10	DUF2431
PF10360.10	DUF2433
PF10361.10	DUF2434
PF10365.10	DUF2436
PF10370.10	DUF2437
PF10382.10	DUF2439
PF03112.15	DUF244
PF10386.10	DUF2441
PF10387.10	DUF2442
PF10398.10	DUF2443
PF10476.10	DUF2448
PF10474.10	DUF2451
PF10504.10	DUF2452
PF10445.10	DUF2456
PF10446.10	DUF2457
PF10454.10	DUF2458
PF09601.11	DUF2459
PF09343.11	DUF2460
PF09365.11	DUF2461
PF09495.11	DUF2462
PF09591.11	DUF2463
PF10240.10	DUF2464
PF10239.10	DUF2465
PF10611.10	DUF2469
PF03140.16	DUF247
PF10615.10	DUF2470
PF10616.10	DUF2471
PF10617.10	DUF2474
PF10629.10	DUF2475
PF10630.10	DUF2476
PF10631.10	DUF2477
PF10649.10	DUF2478
PF10652.10	DUF2480
PF10654.10	DUF2481
PF10655.10	DUF2482
PF10656.10	DUF2483
PF10658.10	DUF2484
PF10667.10	DUF2486
PF10673.10	DUF2487
PF10675.10	DUF2489
PF03158.14	DUF249
PF10677.10	DUF2490
PF10679.10	DUF2491
PF10678.10	DUF2492
PF10689.10	DUF2496
PF10691.10	DUF2497
PF10692.10	DUF2498
PF10693.10	DUF2499
PF10694.10	DUF2500
PF10696.10	DUF2501
PF10697.10	DUF2502
PF10698.10	DUF2505
PF10702.10	DUF2507
PF10704.10	DUF2508
PF10713.10	DUF2509
PF10708.10	DUF2510
PF10709.10	DUF2511
PF10710.10	DUF2512
PF10711.10	DUF2513
PF10721.10	DUF2514
PF10720.10	DUF2515
PF10724.10	DUF2516
PF10725.10	DUF2517
PF10726.10	DUF2518
PF10728.10	DUF2520
PF10730.10	DUF2521
PF10734.10	DUF2523
PF10732.10	DUF2524
PF10733.10	DUF2525
PF10735.10	DUF2526
PF10736.10	DUF2527
PF10800.9	DUF2528
PF10740.10	DUF2529
PF10745.10	DUF2530
PF10811.9	DUF2532
PF10752.10	DUF2533
PF10749.10	DUF2534
PF10751.10	DUF2535
PF10750.10	DUF2536
PF10801.9	DUF2537
PF10804.9	DUF2538
PF10802.9	DUF2540
PF10807.9	DUF2541
PF10808.9	DUF2542
PF10820.9	DUF2543
PF11245.9	DUF2544
PF10810.9	DUF2545
PF10818.9	DUF2547
PF10739.10	DUF2550
PF10826.9	DUF2551
PF10827.9	DUF2552
PF10830.9	DUF2553
PF10829.9	DUF2554
PF10742.10	DUF2555
PF10831.9	DUF2556
PF10832.9	DUF2559
PF10834.9	DUF2560
PF10812.9	DUF2561
PF10817.9	DUF2563
PF10819.9	DUF2564
PF10821.9	DUF2567
PF10823.9	DUF2568
PF10754.10	DUF2569
PF03192.14	DUF257
PF10828.9	DUF2570
PF10833.9	DUF2572
PF10835.9	DUF2573
PF10836.9	DUF2574
PF10837.9	DUF2575
PF10845.9	DUF2576
PF10844.9	DUF2577
PF10771.10	DUF2582
PF10762.10	DUF2583
PF10763.10	DUF2584
PF10755.10	DUF2585
PF10758.10	DUF2586
PF10759.10	DUF2587
PF11655.9	DUF2589
PF10761.10	DUF2590
PF10765.10	DUF2591
PF10767.10	DUF2593
PF10769.10	DUF2594
PF10772.10	DUF2597
PF10783.10	DUF2599
PF10776.10	DUF2600
PF10788.10	DUF2603
PF10790.10	DUF2604
PF10792.10	DUF2605
PF10794.10	DUF2606
PF10795.10	DUF2607
PF11019.9	DUF2608
PF03196.14	DUF261
PF11020.9	DUF2610
PF11041.9	DUF2612
PF11021.9	DUF2613
PF11023.9	DUF2614
PF11027.9	DUF2615
PF11077.9	DUF2616
PF10936.9	DUF2617
PF10940.9	DUF2618
PF10942.9	DUF2619
PF03235.15	DUF262
PF10941.9	DUF2620
PF11084.9	DUF2621
PF11115.9	DUF2623
PF11116.9	DUF2624
PF10946.9	DUF2625
PF11117.9	DUF2626
PF11118.9	DUF2627
PF10947.9	DUF2628
PF10944.9	DUF2630
PF10939.9	DUF2631
PF10943.9	DUF2632
PF11119.9	DUF2633
PF10934.9	DUF2634
PF10948.9	DUF2635
PF10935.9	DUF2637
PF11121.9	DUF2639
PF10842.9	DUF2642
PF10841.9	DUF2644
PF10840.9	DUF2645
PF10839.9	DUF2647
PF10854.9	DUF2649
PF10853.9	DUF2650
PF10852.9	DUF2651
PF10851.9	DUF2652
PF10850.9	DUF2653
PF10849.9	DUF2654
PF10847.9	DUF2656
PF10858.9	DUF2659
PF10859.9	DUF2660
PF10860.9	DUF2661
PF10864.9	DUF2663
PF10867.9	DUF2664
PF10869.9	DUF2666
PF03268.15	DUF267
PF10875.9	DUF2670
PF10877.9	DUF2671
PF10878.9	DUF2672
PF10880.9	DUF2673
PF10879.9	DUF2674
PF11247.9	DUF2675
PF10838.9	DUF2677
PF10856.9	DUF2678
PF03269.15	DUF268
PF10925.9	DUF2680
PF10883.9	DUF2681
PF10909.9	DUF2682
PF10884.9	DUF2683
PF10886.9	DUF2685
PF10887.9	DUF2686
PF10892.9	DUF2688
PF10894.9	DUF2689
PF03270.14	DUF269
PF10901.9	DUF2690
PF10903.9	DUF2691
PF10904.9	DUF2694
PF10905.9	DUF2695
PF10912.9	DUF2700
PF10857.9	DUF2701
PF10865.9	DUF2703
PF10866.9	DUF2704
PF10920.9	DUF2705
PF10913.9	DUF2706
PF10915.9	DUF2709
PF10921.9	DUF2710
PF10924.9	DUF2711
PF10916.9	DUF2712
PF10897.9	DUF2713
PF10896.9	DUF2714
PF10895.9	DUF2715
PF10898.9	DUF2716
PF10911.9	DUF2717
PF10918.9	DUF2718
PF10891.9	DUF2719
PF03312.16	DUF272
PF11026.9	DUF2721
PF10846.9	DUF2722
PF11028.9	DUF2723
PF10893.9	DUF2724
PF10881.9	DUF2726
PF10870.9	DUF2729
PF03314.15	DUF273
PF10805.9	DUF2730
PF10809.9	DUF2732
PF10813.9	DUF2733
PF10931.9	DUF2735
PF10930.9	DUF2737
PF10927.9	DUF2738
PF10872.9	DUF2740
PF10888.9	DUF2742
PF10910.9	DUF2744
PF10922.9	DUF2745
PF10874.9	DUF2746
PF10871.9	DUF2748
PF10907.9	DUF2749
PF11042.9	DUF2750
PF10825.9	DUF2752
PF10952.9	DUF2753
PF10953.9	DUF2754
PF10954.9	DUF2755
PF10956.9	DUF2756
PF10955.9	DUF2757
PF10958.9	DUF2759
PF03434.14	DUF276
PF10816.9	DUF2760
PF10959.9	DUF2761
PF10962.9	DUF2764
PF10964.9	DUF2766
PF10965.9	DUF2767
PF10966.9	DUF2768
PF10967.9	DUF2769
PF10968.9	DUF2770
PF10969.9	DUF2771
PF10971.9	DUF2773
PF11242.9	DUF2774
PF10951.9	DUF2776
PF10949.9	DUF2777
PF10908.9	DUF2778
PF11074.9	DUF2779
PF11075.9	DUF2780
PF11191.9	DUF2782
PF10932.9	DUF2783
PF10861.9	DUF2784
PF10978.9	DUF2785
PF10979.9	DUF2786
PF10980.9	DUF2787
PF10981.9	DUF2788
PF10982.9	DUF2789
PF10976.9	DUF2790
PF10923.9	DUF2791
PF10983.9	DUF2793
PF10984.9	DUF2794
PF11387.9	DUF2795
PF10986.9	DUF2796
PF10977.9	DUF2797
PF11391.9	DUF2798
PF10973.9	DUF2799
PF10926.9	DUF2800
PF10975.9	DUF2802
PF10974.9	DUF2804
PF10985.9	DUF2805
PF10987.9	DUF2806
PF10988.9	DUF2807
PF10989.9	DUF2808
PF10990.9	DUF2809
PF03436.14	DUF281
PF10928.9	DUF2810
PF10929.9	DUF2811
PF11193.9	DUF2812
PF11398.9	DUF2813
PF10991.9	DUF2815
PF10994.9	DUF2817
PF10993.9	DUF2818
PF03380.15	DUF282
PF11039.9	DUF2824
PF11442.9	DUF2826
PF10933.9	DUF2827
PF11443.9	DUF2828
PF11195.9	DUF2829
PF11125.9	DUF2830
PF11090.9	DUF2833
PF11196.9	DUF2834
PF11197.9	DUF2835
PF10998.9	DUF2838
PF10999.9	DUF2839
PF11000.9	DUF2840
PF11001.9	DUF2841
PF11003.9	DUF2842
PF11005.9	DUF2844
PF11006.9	DUF2845
PF11008.9	DUF2846
PF11009.9	DUF2847
PF11010.9	DUF2848
PF11011.9	DUF2849
PF03382.15	DUF285
PF11012.9	DUF2850
PF11013.9	DUF2851
PF11014.9	DUF2852
PF11015.9	DUF2853
PF11016.9	DUF2854
PF11017.9	DUF2855
PF11043.9	DUF2856
PF11198.9	DUF2857
PF11072.9	DUF2859
PF11059.9	DUF2860
PF11060.9	DUF2861
PF11061.9	DUF2862
PF11062.9	DUF2863
PF11064.9	DUF2865
PF11065.9	DUF2866
PF11066.9	DUF2867
PF11067.9	DUF2868
PF03384.15	DUF287
PF11070.9	DUF2871
PF11394.9	DUF2875
PF11392.9	DUF2877
PF11086.9	DUF2878
PF11082.9	DUF2880
PF11097.9	DUF2883
PF11101.9	DUF2884
PF11103.9	DUF2887
PF11135.9	DUF2888
PF11136.9	DUF2889
PF11081.9	DUF2890
PF11199.9	DUF2891
PF11127.9	DUF2892
PF11445.9	DUF2894
PF11444.9	DUF2895
PF11446.9	DUF2897
PF01724.17	DUF29
PF11146.9	DUF2905
PF11137.9	DUF2909
PF11138.9	DUF2911
PF11140.9	DUF2913
PF11141.9	DUF2914
PF11142.9	DUF2917
PF11143.9	DUF2919
PF11144.9	DUF2920
PF11145.9	DUF2921
PF11148.9	DUF2922
PF11149.9	DUF2924
PF11150.9	DUF2927
PF11151.9	DUF2929
PF11153.9	DUF2931
PF11666.9	DUF2933
PF11154.9	DUF2934
PF11155.9	DUF2935
PF11157.9	DUF2937
PF11158.9	DUF2938
PF11159.9	DUF2939
PF03445.14	DUF294
PF10335.10	DUF294_C
PF11161.9	DUF2944
PF11162.9	DUF2946
PF11163.9	DUF2947
PF11164.9	DUF2948
PF11165.9	DUF2949
PF03478.19	DUF295
PF11453.9	DUF2950
PF11166.9	DUF2951
PF11167.9	DUF2953
PF11168.9	DUF2955
PF11169.9	DUF2956
PF11170.9	DUF2957
PF11171.9	DUF2958
PF11172.9	DUF2959
PF11173.9	DUF2960
PF11175.9	DUF2961
PF11178.9	DUF2963
PF11177.9	DUF2964
PF11179.9	DUF2967
PF11180.9	DUF2968
PF11184.9	DUF2969
PF11174.9	DUF2970
PF11185.9	DUF2971
PF11186.9	DUF2972
PF11189.9	DUF2973
PF11187.9	DUF2974
PF11188.9	DUF2975
PF11190.9	DUF2976
PF11192.9	DUF2977
PF11200.9	DUF2981
PF11201.9	DUF2982
PF11204.9	DUF2985
PF11661.9	DUF2986
PF11205.9	DUF2987
PF11207.9	DUF2989
PF11693.9	DUF2990
PF11208.9	DUF2992
PF11210.9	DUF2996
PF11211.9	DUF2997
PF11212.9	DUF2999
PF11452.9	DUF3000
PF11448.9	DUF3005
PF11213.9	DUF3006
PF11460.9	DUF3007
PF11450.9	DUF3008
PF11215.9	DUF3010
PF11218.9	DUF3011
PF11216.9	DUF3012
PF11217.9	DUF3013
PF11219.9	DUF3014
PF11220.9	DUF3015
PF11454.9	DUF3016
PF11222.9	DUF3017
PF11455.9	DUF3018
PF11456.9	DUF3019
PF03625.15	DUF302
PF11223.9	DUF3020
PF11457.9	DUF3021
PF11226.9	DUF3022
PF11224.9	DUF3023
PF11225.9	DUF3024
PF11227.9	DUF3025
PF11228.9	DUF3027
PF11230.9	DUF3029
PF11231.9	DUF3034
PF11233.9	DUF3035
PF11236.9	DUF3037
PF11237.9	DUF3038
PF11238.9	DUF3039
PF11239.9	DUF3040
PF11240.9	DUF3042
PF11241.9	DUF3043
PF11243.9	DUF3045
PF11248.9	DUF3046
PF11249.9	DUF3047
PF11258.9	DUF3048
PF17479.3	DUF3048_C
PF03713.14	DUF305
PF11251.9	DUF3050
PF11252.9	DUF3051
PF11253.9	DUF3052
PF11254.9	DUF3053
PF11255.9	DUF3054
PF11256.9	DUF3055
PF11259.9	DUF3060
PF11267.9	DUF3067
PF11269.9	DUF3069
PF11270.9	DUF3070
PF11268.9	DUF3071
PF11272.9	DUF3072
PF11273.9	DUF3073
PF11274.9	DUF3074
PF11275.9	DUF3077
PF11276.9	DUF3078
PF11278.9	DUF3079
PF03729.14	DUF308
PF11279.9	DUF3080
PF11280.9	DUF3081
PF11282.9	DUF3082
PF11281.9	DUF3083
PF11283.9	DUF3084
PF11284.9	DUF3085
PF11285.9	DUF3086
PF11286.9	DUF3087
PF11287.9	DUF3088
PF11288.9	DUF3089
PF03745.15	DUF309
PF11290.9	DUF3090
PF11291.9	DUF3091
PF11292.9	DUF3093
PF11293.9	DUF3094
PF11294.9	DUF3095
PF11295.9	DUF3096
PF11296.9	DUF3097
PF11297.9	DUF3098
PF11298.9	DUF3099
PF01732.17	DUF31
PF11299.9	DUF3100
PF11300.9	DUF3102
PF11301.9	DUF3103
PF11302.9	DUF3104
PF11303.9	DUF3105
PF11304.9	DUF3106
PF11305.9	DUF3107
PF11306.9	DUF3108
PF11307.9	DUF3109
PF11360.9	DUF3110
PF11309.9	DUF3112
PF11310.9	DUF3113
PF11311.9	DUF3114
PF11313.9	DUF3116
PF11314.9	DUF3117
PF11317.9	DUF3119
PF11318.9	DUF3120
PF11320.9	DUF3122
PF11321.9	DUF3123
PF11322.9	DUF3124
PF11324.9	DUF3126
PF11325.9	DUF3127
PF11326.9	DUF3128
PF03754.14	DUF313
PF11328.9	DUF3130
PF11329.9	DUF3131
PF11332.9	DUF3134
PF11333.9	DUF3135
PF11334.9	DUF3136
PF11335.9	DUF3137
PF11336.9	DUF3138
PF11337.9	DUF3139
PF11338.9	DUF3140
PF11339.9	DUF3141
PF11340.9	DUF3142
PF11341.9	DUF3143
PF11342.9	DUF3144
PF11343.9	DUF3145
PF11344.9	DUF3146
PF11345.9	DUF3147
PF11347.9	DUF3148
PF11346.9	DUF3149
PF11348.9	DUF3150
PF11349.9	DUF3151
PF11350.9	DUF3152
PF11353.9	DUF3153
PF11352.9	DUF3155
PF11354.9	DUF3156
PF11355.9	DUF3157
PF11358.9	DUF3158
PF11361.9	DUF3159
PF03761.16	DUF316
PF11369.9	DUF3160
PF11362.9	DUF3161
PF11363.9	DUF3164
PF11364.9	DUF3165
PF11367.9	DUF3168
PF11368.9	DUF3169
PF11371.9	DUF3172
PF11372.9	DUF3173
PF11373.9	DUF3175
PF11374.9	DUF3176
PF11375.9	DUF3177
PF11376.9	DUF3179
PF11377.9	DUF3180
PF11378.9	DUF3181
PF11379.9	DUF3182
PF11381.9	DUF3185
PF11383.9	DUF3187
PF11384.9	DUF3188
PF11385.9	DUF3189
PF11399.9	DUF3192
PF11419.9	DUF3194
PF11424.9	DUF3195
PF11428.9	DUF3196
PF11432.9	DUF3197
PF11433.9	DUF3198
PF11436.9	DUF3199
PF11447.9	DUF3201
PF11462.9	DUF3203
PF11472.9	DUF3206
PF11482.9	DUF3208
PF11483.9	DUF3209
PF03778.14	DUF321
PF11485.9	DUF3211
PF11486.9	DUF3212
PF11491.9	DUF3213
PF11503.9	DUF3215
PF11505.9	DUF3216
PF11506.9	DUF3217
PF11508.9	DUF3218
PF11514.9	DUF3219
PF11516.9	DUF3220
PF11518.9	DUF3221
PF11519.9	DUF3222
PF11523.9	DUF3223
PF11528.9	DUF3224
PF11533.9	DUF3225
PF11536.9	DUF3226
PF11539.9	DUF3228
PF11553.9	DUF3231
PF11554.9	DUF3232
PF11572.9	DUF3234
PF11574.9	DUF3235
PF11576.9	DUF3236
PF11578.9	DUF3237
PF11579.9	DUF3238
PF11580.9	DUF3239
PF11582.9	DUF3240
PF11586.9	DUF3242
PF11588.9	DUF3243
PF11589.9	DUF3244
PF11595.9	DUF3245
PF11596.9	DUF3246
PF11607.9	DUF3247
PF11609.9	DUF3248
PF03804.14	DUF325
PF11622.9	DUF3251
PF11625.9	DUF3253
PF11630.9	DUF3254
PF11631.9	DUF3255
PF11644.9	DUF3256
PF11646.9	DUF3258
PF03860.17	DUF326
PF11659.9	DUF3261
PF11660.9	DUF3262
PF11662.9	DUF3263
PF11665.9	DUF3265
PF11667.9	DUF3267
PF11672.9	DUF3268
PF11673.9	DUF3269
PF03885.14	DUF327
PF11674.9	DUF3270
PF11675.9	DUF3271
PF11676.9	DUF3272
PF11677.9	DUF3273
PF11678.9	DUF3274
PF11679.9	DUF3275
PF11680.9	DUF3276
PF11681.9	DUF3277
PF11683.9	DUF3278
PF11684.9	DUF3280
PF11685.9	DUF3281
PF11686.9	DUF3283
PF11687.9	DUF3284
PF11688.9	DUF3285
PF11690.9	DUF3287
PF11691.9	DUF3288
PF11692.9	DUF3289
PF11694.9	DUF3290
PF11695.9	DUF3291
PF11696.9	DUF3292
PF11697.9	DUF3293
PF07957.12	DUF3294
PF11702.9	DUF3295
PF11730.9	DUF3297
PF11738.9	DUF3298
PF11736.9	DUF3299
PF11737.9	DUF3300
PF11743.9	DUF3301
PF11742.9	DUF3302
PF11746.9	DUF3303
PF11745.9	DUF3304
PF11749.9	DUF3305
PF11748.9	DUF3306
PF11750.9	DUF3307
PF11752.9	DUF3309
PF11753.9	DUF3310
PF11755.9	DUF3311
PF11769.9	DUF3313
PF11771.9	DUF3314
PF11777.9	DUF3316
PF11780.9	DUF3318
PF11782.9	DUF3319
PF11784.9	DUF3320
PF11795.9	DUF3322
PF11796.9	DUF3323
PF11797.9	DUF3324
PF11804.9	DUF3325
PF11805.9	DUF3326
PF11806.9	DUF3327
PF03891.16	DUF333
PF11809.9	DUF3330
PF11811.9	DUF3331
PF11810.9	DUF3332
PF11812.9	DUF3333
PF11813.9	DUF3334
PF11814.9	DUF3335
PF11815.9	DUF3336
PF11816.9	DUF3337
PF11820.9	DUF3339
PF03904.14	DUF334
PF11818.9	DUF3340
PF11821.9	DUF3341
PF11822.9	DUF3342
PF11823.9	DUF3343
PF11824.9	DUF3344
PF11826.9	DUF3346
PF11827.9	DUF3347
PF11828.9	DUF3348
PF11829.9	DUF3349
PF11830.9	DUF3350
PF11832.9	DUF3352
PF11837.9	DUF3357
PF11840.9	DUF3360
PF11841.9	DUF3361
PF11842.9	DUF3362
PF11843.9	DUF3363
PF11844.9	DUF3364
PF11845.9	DUF3365
PF11847.9	DUF3367
PF11848.9	DUF3368
PF11849.9	DUF3369
PF11850.9	DUF3370
PF11851.9	DUF3371
PF11852.9	DUF3372
PF11853.9	DUF3373
PF11855.9	DUF3375
PF11856.9	DUF3376
PF11857.9	DUF3377
PF11858.9	DUF3378
PF11859.9	DUF3379
PF11861.9	DUF3381
PF11862.9	DUF3382
PF11863.9	DUF3383
PF11864.9	DUF3384
PF11865.9	DUF3385
PF11866.9	DUF3386
PF11867.9	DUF3387
PF11868.9	DUF3388
PF11869.9	DUF3389
PF11870.9	DUF3390
PF11871.9	DUF3391
PF11872.9	DUF3392
PF11874.9	DUF3394
PF11875.9	DUF3395
PF11876.9	DUF3396
PF11877.9	DUF3397
PF11878.9	DUF3398
PF11879.9	DUF3399
PF11880.9	DUF3400
PF11882.9	DUF3402
PF11883.9	DUF3403
PF11884.9	DUF3404
PF11885.9	DUF3405
PF11888.9	DUF3408
PF11889.9	DUF3409
PF11890.9	DUF3410
PF11892.9	DUF3412
PF11893.9	DUF3413
PF11896.9	DUF3416
PF11897.9	DUF3417
PF11898.9	DUF3418
PF11899.9	DUF3419
PF11900.9	DUF3420
PF11901.9	DUF3421
PF11902.9	DUF3422
PF11905.9	DUF3425
PF11906.9	DUF3426
PF11907.9	DUF3427
PF11911.9	DUF3429
PF11912.9	DUF3430
PF11913.9	DUF3431
PF11914.9	DUF3432
PF11915.9	DUF3433
PF11917.9	DUF3435
PF11919.9	DUF3437
PF11920.9	DUF3438
PF11921.9	DUF3439
PF11922.9	DUF3440
PF11925.9	DUF3443
PF11926.9	DUF3444
PF11927.9	DUF3445
PF11928.9	DUF3446
PF11929.9	DUF3447
PF11931.9	DUF3449
PF11932.9	DUF3450
PF11934.9	DUF3452
PF11935.9	DUF3453
PF11936.9	DUF3454
PF11937.9	DUF3455
PF11938.9	DUF3456
PF11940.9	DUF3458
PF17432.3	DUF3458_C
PF11941.9	DUF3459
PF03984.14	DUF346
PF11943.9	DUF3460
PF11944.9	DUF3461
PF11946.9	DUF3463
PF11947.9	DUF3464
PF11948.9	DUF3465
PF11949.9	DUF3466
PF11950.9	DUF3467
PF03988.13	DUF347
PF11953.9	DUF3470
PF11954.9	DUF3471
PF11958.9	DUF3472
PF11959.9	DUF3473
PF11960.9	DUF3474
PF11961.9	DUF3475
PF11963.9	DUF3477
PF11965.9	DUF3479
PF03990.15	DUF348
PF11979.9	DUF3480
PF11980.9	DUF3481
PF11981.9	DUF3482
PF11982.9	DUF3483
PF11983.9	DUF3484
PF11984.9	DUF3485
PF11985.9	DUF3486
PF11990.9	DUF3487
PF11992.9	DUF3488
PF11994.9	DUF3489
PF03993.13	DUF349
PF11995.9	DUF3490
PF11996.9	DUF3491
PF11997.9	DUF3492
PF11998.9	DUF3493
PF12001.9	DUF3496
PF12004.9	DUF3498
PF12005.9	DUF3499
PF12172.9	DUF35_N
PF03994.15	DUF350
PF12006.9	DUF3500
PF12007.9	DUF3501
PF12010.9	DUF3502
PF12012.9	DUF3504
PF12014.9	DUF3506
PF12015.9	DUF3507
PF12021.9	DUF3509
PF12022.9	DUF3510
PF12023.9	DUF3511
PF12024.9	DUF3512
PF12027.9	DUF3514
PF12028.9	DUF3515
PF12029.9	DUF3516
PF12030.9	DUF3517
PF12033.9	DUF3519
PF12034.9	DUF3520
PF12036.9	DUF3522
PF12037.9	DUF3523
PF12038.9	DUF3524
PF12039.9	DUF3525
PF12040.9	DUF3526
PF12043.9	DUF3527
PF12045.9	DUF3528
PF12048.9	DUF3530
PF12049.9	DUF3531
PF12051.9	DUF3533
PF12054.9	DUF3535
PF12055.9	DUF3536
PF12056.9	DUF3537
PF12058.9	DUF3539
PF04007.13	DUF354
PF12059.9	DUF3540
PF12060.9	DUF3541
PF12063.9	DUF3543
PF12064.9	DUF3544
PF12065.9	DUF3545
PF12069.9	DUF3549
PF12071.9	DUF3551
PF12073.9	DUF3553
PF12077.9	DUF3556
PF12078.9	DUF3557
PF12079.9	DUF3558
PF04009.13	DUF356
PF12083.9	DUF3560
PF12084.9	DUF3561
PF12085.9	DUF3562
PF12086.9	DUF3563
PF12087.9	DUF3564
PF12088.9	DUF3565
PF12089.9	DUF3566
PF12091.9	DUF3567
PF12092.9	DUF3568
PF04010.14	DUF357
PF12094.9	DUF3570
PF12096.9	DUF3572
PF12097.9	DUF3573
PF12098.9	DUF3574
PF12099.9	DUF3575
PF12100.9	DUF3576
PF12101.9	DUF3577
PF12112.9	DUF3579
PF12117.9	DUF3580
PF12119.9	DUF3581
PF12126.9	DUF3583
PF12128.9	DUF3584
PF12130.9	DUF3585
PF12131.9	DUF3586
PF12132.9	DUF3587
PF12141.9	DUF3589
PF04019.13	DUF359
PF12157.9	DUF3591
PF12158.9	DUF3592
PF12159.9	DUF3593
PF12200.9	DUF3597
PF12204.9	DUF3598
PF12206.9	DUF3599
PF12207.9	DUF3600
PF12208.9	DUF3601
PF12223.9	DUF3602
PF12227.9	DUF3603
PF12228.9	DUF3604
PF12239.9	DUF3605
PF12244.9	DUF3606
PF12263.9	DUF3611
PF12268.9	DUF3612
PF12266.9	DUF3613
PF12267.9	DUF3614
PF12274.9	DUF3615
PF12275.9	DUF3616
PF12276.9	DUF3617
PF12277.9	DUF3618
PF12279.9	DUF3619
PF04015.13	DUF362
PF12285.9	DUF3621
PF12286.9	DUF3622
PF12291.9	DUF3623
PF12292.9	DUF3624
PF12294.9	DUF3626
PF12299.9	DUF3627
PF12302.9	DUF3629
PF12305.9	DUF3630
PF12307.9	DUF3631
PF12311.9	DUF3632
PF12321.9	DUF3634
PF12331.9	DUF3636
PF12337.9	DUF3637
PF12340.9	DUF3638
PF04016.13	DUF364
PF12342.9	DUF3640
PF12345.9	DUF3641
PF12182.9	DUF3642
PF12358.9	DUF3644
PF12359.9	DUF3645
PF12362.9	DUF3646
PF12364.9	DUF3648
PF12365.9	DUF3649
PF04033.13	DUF365
PF12372.9	DUF3652
PF12375.9	DUF3653
PF12376.9	DUF3654
PF12392.9	DUF3656
PF12394.9	DUF3657
PF12395.9	DUF3658
PF12396.9	DUF3659
PF04017.13	DUF366
PF12398.9	DUF3660
PF12401.9	DUF3662
PF12404.9	DUF3663
PF12406.9	DUF3664
